question_id,question_subcategory,question_keyword,question_description,question_type,train_phase
benefit_search-lab_services-2,lab services,Vitamin B-2 (riboflavin) level,How much does [lab services] cost to me?,2,How much does vitamin B-2 (riboflavin) level cost to me?
benefit_search-lab_services-1,lab services,Selenium (vitamin) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover selenium (vitamin) level?
benefit_search-lab_services-2,lab services,Selenium (vitamin) level,How much does [lab services] cost to me?,2,How much does selenium (vitamin) level cost to me?
benefit_search-lab_services-1,lab services,Serotonin (hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover serotonin (hormone) level?
benefit_search-lab_services-2,lab services,Serotonin (hormone) level,How much does [lab services] cost to me?,2,How much does serotonin (hormone) level cost to me?
benefit_search-lab_services-1,lab services,Sex hormone binding globulin (protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover sex hormone binding globulin (protein) level?
benefit_search-lab_services-2,lab services,Sex hormone binding globulin (protein) level,How much does [lab services] cost to me?,2,How much does sex hormone binding globulin (protein) level cost to me?
benefit_search-lab_services-1,lab services,Sialic acid (organic acid) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover sialic acid (organic acid) level?
benefit_search-lab_services-2,lab services,Sialic acid (organic acid) level,How much does [lab services] cost to me?,2,How much does sialic acid (organic acid) level cost to me?
benefit_search-lab_services-1,lab services,Silica (silicon) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover silica (silicon) level?
benefit_search-lab_services-2,lab services,Silica (silicon) level,How much does [lab services] cost to me?,2,How much does silica (silicon) level cost to me?
benefit_search-lab_services-1,lab services,Blood sodium level,Which plan(s) cover [lab services]?,1,Which plan(s) cover blood sodium level?
benefit_search-lab_services-2,lab services,Blood sodium level,How much does [lab services] cost to me?,2,How much does blood sodium level cost to me?
benefit_search-lab_services-1,lab services,Urine sodium level,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine sodium level?
benefit_search-lab_services-2,lab services,Urine sodium level,How much does [lab services] cost to me?,2,How much does urine sodium level cost to me?
benefit_search-lab_services-1,lab services,Sodium level,Which plan(s) cover [lab services]?,1,Which plan(s) cover sodium level?
benefit_search-lab_services-2,lab services,Sodium level,How much does [lab services] cost to me?,2,How much does sodium level cost to me?
benefit_search-lab_services-1,lab services,Somatomedin (growth factor) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover somatomedin (growth factor) level?
benefit_search-lab_services-2,lab services,Somatomedin (growth factor) level,How much does [lab services] cost to me?,2,How much does somatomedin (growth factor) level cost to me?
benefit_search-lab_services-1,lab services,Somatostatin (growth hormone inhibitor) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover somatostatin (growth hormone inhibitor) level?
benefit_search-lab_services-2,lab services,Somatostatin (growth hormone inhibitor) level,How much does [lab services] cost to me?,2,How much does somatostatin (growth hormone inhibitor) level cost to me?
benefit_search-lab_services-1,lab services,Chemical analysis using spectrophotometry (light),Which plan(s) cover [lab services]?,1,Which plan(s) cover chemical analysis using spectrophotometry (light)?
benefit_search-lab_services-2,lab services,Chemical analysis using spectrophotometry (light),How much does [lab services] cost to me?,2,How much does chemical analysis using spectrophotometry (light) cost to me?
benefit_search-lab_services-1,lab services,Specific gravity (liquid weight) measurement,Which plan(s) cover [lab services]?,1,Which plan(s) cover specific gravity (liquid weight) measurement?
benefit_search-lab_services-2,lab services,Specific gravity (liquid weight) measurement,How much does [lab services] cost to me?,2,How much does specific gravity (liquid weight) measurement cost to me?
benefit_search-lab_services-1,lab services,Carbohydrate (sugar) analysis,Which plan(s) cover [lab services]?,1,Which plan(s) cover carbohydrate (sugar) analysis?
benefit_search-lab_services-2,lab services,Carbohydrate (sugar) analysis,How much does [lab services] cost to me?,2,How much does carbohydrate (sugar) analysis cost to me?
benefit_search-lab_services-1,lab services,"Carbohydrate analysis, single qualitative",Which plan(s) cover [lab services]?,1,"Which plan(s) cover carbohydrate analysis, single qualitative?"
benefit_search-lab_services-2,lab services,"Carbohydrate analysis, single qualitative",How much does [lab services] cost to me?,2,"How much does carbohydrate analysis, single qualitative cost to me?"
benefit_search-lab_services-1,lab services,"Carbohydrate analysis, multiple qualitative",Which plan(s) cover [lab services]?,1,"Which plan(s) cover carbohydrate analysis, multiple qualitative?"
benefit_search-lab_services-2,lab services,"Carbohydrate analysis, multiple qualitative",How much does [lab services] cost to me?,2,"How much does carbohydrate analysis, multiple qualitative cost to me?"
benefit_search-lab_services-1,lab services,"Carbohydrate analysis, single quantitative",Which plan(s) cover [lab services]?,1,"Which plan(s) cover carbohydrate analysis, single quantitative?"
benefit_search-lab_services-2,lab services,"Carbohydrate analysis, single quantitative",How much does [lab services] cost to me?,2,"How much does carbohydrate analysis, single quantitative cost to me?"
benefit_search-lab_services-1,lab services,"Carbohydrate analysis, multiple quantitative",Which plan(s) cover [lab services]?,1,"Which plan(s) cover carbohydrate analysis, multiple quantitative?"
benefit_search-lab_services-2,lab services,"Carbohydrate analysis, multiple quantitative",How much does [lab services] cost to me?,2,"How much does carbohydrate analysis, multiple quantitative cost to me?"
benefit_search-lab_services-1,lab services,Urine sulfate (acid) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover urine sulfate (acid) level?
benefit_search-lab_services-2,lab services,Urine sulfate (acid) level,How much does [lab services] cost to me?,2,How much does urine sulfate (acid) level cost to me?
benefit_search-lab_services-1,lab services,"Testosterone (hormone) level, free",Which plan(s) cover [lab services]?,1,"Which plan(s) cover testosterone (hormone) level, free?"
benefit_search-lab_services-2,lab services,"Testosterone (hormone) level, free",How much does [lab services] cost to me?,2,"How much does testosterone (hormone) level, free cost to me?"
benefit_search-lab_services-1,lab services,"Testosterone (hormone) level, total",Which plan(s) cover [lab services]?,1,"Which plan(s) cover testosterone (hormone) level, total?"
benefit_search-lab_services-2,lab services,"Testosterone (hormone) level, total",How much does [lab services] cost to me?,2,"How much does testosterone (hormone) level, total cost to me?"
benefit_search-lab_services-1,lab services,Testosterone level,Which plan(s) cover [lab services]?,1,Which plan(s) cover testosterone level?
benefit_search-lab_services-2,lab services,Testosterone level,How much does [lab services] cost to me?,2,How much does testosterone level cost to me?
benefit_search-lab_services-1,lab services,Vitamin B-1 (thiamine) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover vitamin B-1 (thiamine) level?
benefit_search-lab_services-2,lab services,Vitamin B-1 (thiamine) level,How much does [lab services] cost to me?,2,How much does vitamin B-1 (thiamine) level cost to me?
benefit_search-lab_services-1,lab services,Thiocyanate (organic sulfur substance) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover thiocyanate (organic sulfur substance) level?
benefit_search-lab_services-2,lab services,Thiocyanate (organic sulfur substance) level,How much does [lab services] cost to me?,2,How much does thiocyanate (organic sulfur substance) level cost to me?
benefit_search-lab_services-1,lab services,Urine analysis for thromboxane (lipid),Which plan(s) cover [lab services]?,1,Which plan(s) cover urine analysis for thromboxane (lipid)?
benefit_search-lab_services-2,lab services,Urine analysis for thromboxane (lipid),How much does [lab services] cost to me?,2,How much does urine analysis for thromboxane (lipid) cost to me?
benefit_search-lab_services-1,lab services,Thyroglobulin (thyroid related hormone) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover thyroglobulin (thyroid related hormone) level?
benefit_search-lab_services-2,lab services,Thyroglobulin (thyroid related hormone) level,How much does [lab services] cost to me?,2,How much does thyroglobulin (thyroid related hormone) level cost to me?
benefit_search-lab_services-1,lab services,"Thyroxine (thyroid chemical), total",Which plan(s) cover [lab services]?,1,"Which plan(s) cover thyroxine (thyroid chemical), total?"
benefit_search-lab_services-2,lab services,"Thyroxine (thyroid chemical), total",How much does [lab services] cost to me?,2,"How much does thyroxine (thyroid chemical), total cost to me?"
benefit_search-lab_services-1,lab services,"Thyroxine (thyroid chemical), requiring elution",Which plan(s) cover [lab services]?,1,"Which plan(s) cover thyroxine (thyroid chemical), requiring elution?"
benefit_search-lab_services-2,lab services,"Thyroxine (thyroid chemical), requiring elution",How much does [lab services] cost to me?,2,"How much does thyroxine (thyroid chemical), requiring elution cost to me?"
benefit_search-lab_services-1,lab services,"Thyroxine (thyroid chemical), free",Which plan(s) cover [lab services]?,1,"Which plan(s) cover thyroxine (thyroid chemical), free?"
benefit_search-lab_services-2,lab services,"Thyroxine (thyroid chemical), free",How much does [lab services] cost to me?,2,"How much does thyroxine (thyroid chemical), free cost to me?"
benefit_search-lab_services-1,lab services,Thyroxine binding globulin (thyroid related protein) level,Which plan(s) cover [lab services]?,1,Which plan(s) cover thyroxine binding globulin (thyroid related protein) level?
benefit_search-lab_services-2,lab services,Thyroxine binding globulin (thyroid related protein) level,How much does [lab services] cost to me?,2,How much does thyroxine binding globulin (thyroid related protein) level cost to me?
benefit_search-lab_services-1,lab services,"Blood test, thyroid stimulating hormone (TSH)",Which plan(s) cover [lab services]?,1,"Which plan(s) cover blood test, thyroid stimulating hormone (TSH)?"
